"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"KLHL13",-488.502512820513,207.338139534884,-12.1115164401112,3.14985295592778e-15,6.22064460266177e-11,1.64908419430491
"HOXA4",-1048.02538461538,457.33488372093,-10.2810065398389,5.41742348291302e-13,5.09885402599028e-09,1.06273085694021
"PAR5",-72.4334358974359,36.9958139534884,-10.1593417677112,7.74548689957508e-13,5.09885402599028e-09,1.01715700859872
"DST",-2434.52076923077,1145.72790697674,-9.5788387344831,4.3764763835819e-12,2.16077580248397e-08,0.786723130164435
"ANKRD30A",-1245.00861538462,463.953953488372,-9.47036048786072,6.07726679865249e-12,2.40039884013176e-08,0.741180492277986
"DMD",-1358.51184615385,632.35488372093,-9.20330794039406,1.3721579620056e-11,4.51645793194144e-08,0.625574921482953
"ABCA5",-711.905128205129,649.860465116279,-8.96908272542836,2.8229438887711e-11,7.96433126562006e-08,0.519979590045162
"TSHZ2",-1083.43382051282,514.662093023256,-8.80285754681177,4.72874810246575e-11,1.03096636458688e-07,0.442588388255233
"NTN4",-1762.09843589744,899.85976744186,-8.79064966622592,4.91196264830891e-11,1.03096636458688e-07,0.436822994373308
"FLJ11292",-1008.65384615385,1202.44186046512,-8.75574113649947,5.47650093476878e-11,1.03096636458688e-07,0.420274625959374
"STC2",-457.657358974359,264.011860465116,-8.74054327334422,5.74238189804836e-11,1.03096636458688e-07,0.413041227854865
"PIK3C2G",-246.968333333333,90.296511627907,-8.69125091870395,6.69804212864774e-11,1.1023302833222e-07,0.389459667550544
"CCL28",-682.692205128205,287.164651162791,-8.63976986684334,7.86863079969649e-11,1.18056381389331e-07,0.364632759555248
"CBX3",6267.35897435898,7784.88372093023,8.62009100281594,8.36897736316084e-11,1.18056381389331e-07,0.355088797094134
"EDN3",-339.551769230769,134.224186046512,-8.57132813451218,9.75203203797477e-11,1.26229142161455e-07,0.331310800081197
"LOC728264",-3101.64928205128,1270.44325581395,-8.55619320000855,1.02266761587082e-10,1.26229142161455e-07,0.323893212550459
"C4orf18",-433.709871794872,206.573255813953,-8.47106604637313,1.33667133657976e-10,1.55281895447727e-07,0.28184064684724
"PDGFA",-5498.11282051282,2851.95348837209,-8.40183424440452,1.66284494109985e-10,1.82441804121005e-07,0.247222142020245
"KLK14",-110.601025641026,211.144186046512,-8.28236840325844,2.42663472814502e-10,2.52229522348084e-07,0.186594224951045
"PI15",-1114.82625641026,390.691162790698,-8.12476259928446,4.00445380401829e-10,3.83098597755583e-07,0.10486611207923
"CBX7",-2784.57948717949,2521.11627906977,-8.11938520818172,4.07365970574066e-10,3.83098597755583e-07,0.10204229324466
"CORIN",-30.3717948717949,38.2488372093023,-7.94975762651353,7.00410514376361e-10,6.28745784019034e-07,0.0117584471995649
"ERBB4",-221.937025641026,100.177906976744,-7.89661225229562,8.30501395103026e-10,7.13111828343029e-07,-0.0170126007914808
"LOC100128979",-892.261025641026,597.8,-7.85288228019896,9.55664545446088e-10,7.8639246283395e-07,-0.0408610209314073
"ANLN",110.31358974359,87.7460465116279,7.71794526887738,1.47535571138203e-09,1.13383075735897e-06,-0.115448315206455
"GRAMD3",-331.015384615385,209.074418604651,-7.71431760231244,1.49271353948723e-09,1.13383075735897e-06,-0.117474430912766
"HEMK1",-75.6317948717949,57.5720930232558,-7.69325638633825,1.59763546862377e-09,1.16858158777225e-06,-0.129259179568018
"LOC442245",-293.320153846154,131.704186046512,-7.67062031495076,1.7187126179335e-09,1.2122448389846e-06,-0.141966428032501
"GSTM2",-749.20517948718,312.852558139535,-7.59669949361852,2.18241541275108e-09,1.48622489608348e-06,-0.183762081463906
"TUBA1B",29892.5641025641,43986.0465116279,7.54398442322748,2.58840683771997e-09,1.70394822127106e-06,-0.213847741226977
"NUSAP1",566.970769230769,480.49023255814,7.50815208673362,2.90705278356065e-09,1.82110836413865e-06,-0.234431452734384
"GPRASP1",-227.016846153846,136.77,-7.49472236434521,3.03641737223309e-09,1.82110836413865e-06,-0.242173947448129
"CX3CR1",-784.112307692308,337.637209302326,-7.49405260850891,3.04301868532966e-09,1.82110836413865e-06,-0.242560472518689
"AK5",-1264.53253846154,666.229534883721,-7.48209907237383,3.1632984181359e-09,1.83741118999311e-06,-0.249465378254685
"TUBA1C",756.425641025641,917.046511627907,7.45919381259339,3.40732604564529e-09,1.92260805929854e-06,-0.262730165199089
"ARHGAP19",-152.826666666667,109.876744186047,-7.4362441020371,3.67085593832589e-09,2.01377038683328e-06,-0.276065099644201
"HIST1H2BE",528.387179487179,510.788372093023,7.41227043318516,3.96810342645158e-09,2.09927921623611e-06,-0.290042510695201
"C5orf26",-958.071794871795,947.116279069767,-7.4067951326129,4.03932402739238e-09,2.09927921623611e-06,-0.293241598082111
"DKK3",-553.09358974359,360.197674418605,-7.34081006647473,5.00598510524014e-09,2.52218624012517e-06,-0.331994525668794
"CMYA5",-69.4865384615385,46.3425581395349,-7.33458168211796,5.10848395387142e-09,2.52218624012517e-06,-0.335671482277913
"FAM47C",-70.3194871794871,146.786046511628,-7.31164941603441,5.50442745454863e-09,2.6237762818838e-06,-0.349237980623106
"FAM47E",-370.537948717949,222.26976744186,-7.30746397826427,5.57995867330597e-09,2.6237762818838e-06,-0.351718852266305
"ZBTB4",-2177.72820512821,2509.11627906977,-7.197413607022,7.98812875673916e-09,3.66878034457771e-06,-0.417483067548941
"TP63",-654.184487179487,260.638372093023,-7.18955938532752,8.19556238727561e-09,3.67850367241604e-06,-0.422215906956464
"ASF1B",60.1989743589744,71.9069767441861,7.15387649066492,9.20836269368112e-09,4.04124344083352e-06,-0.443783848409157
"SPARCL1",-363.150384615385,193.954651162791,-7.12323275054482,1.0178118657635e-08,4.29650795710707e-06,-0.462392249277506
"UBE2C",2680.45128205128,2298.6976744186,7.12182318102341,1.02251189419227e-08,4.29650795710707e-06,-0.463250128301015
"CYP1A2",-468.579487179487,920.93023255814,-7.10669033903996,1.07436655177902e-08,4.42034688147581e-06,-0.472470766433069
"FAM13B1",-179.352307692308,171.062790697674,-7.0817048287418,1.1658361896728e-08,4.69879569588737e-06,-0.487737324749753
"RAI2",-478.509333333333,228.846279069767,-7.05648362929227,1.26611619179062e-08,5.00090573433459e-06,-0.503201654875594
"OR4D2",-61.6366666666665,156.997674418605,-6.98165886300393,1.61764163833622e-08,6.2640793559808e-06,-0.549398044130696
"KIF5C",-711.108948717949,292.262093023256,-6.95326432715431,1.77540382104863e-08,6.74277885805565e-06,-0.567053000439807
"FANK1",-338.562564102564,248.562790697674,-6.94273896713906,1.837735085072e-08,6.80292685342254e-06,-0.573614751805332
"KIAA1377",-49.6904358974359,23.263023255814,-6.93904389682762,1.86013494397092e-08,6.80292685342254e-06,-0.575920570526661
"IQCA1",-245.618512820513,120.392093023256,-6.92585244219876,1.94236447357551e-08,6.95635985375204e-06,-0.584161815690708
"LOC284232",-59.3555897435897,33.3260465116279,-6.92115250175103,1.97253608694169e-08,6.95635985375204e-06,-0.587101624576081
"PER2",-102.197948717949,86.2837209302326,-6.89170510346532,2.17259354992239e-08,7.36588532936333e-06,-0.605563531787688
"ZNF219",-1425.17435897436,1648,-6.88785813660643,2.20019214203361e-08,7.36588532936333e-06,-0.607980791755508
"EDA2R",-19.9975384615385,13.4597674418605,-6.88780814255815,2.20055311373961e-08,7.36588532936333e-06,-0.608012213999287
"MYH11",-664.746076923077,294.946744186046,-6.86206298558538,2.39457268890702e-08,7.88173600553747e-06,-0.624221649057935
"EPS8L3",-24.6969230769231,45.846511627907,-6.85573875838108,2.44480617508857e-08,7.91516018882363e-06,-0.628212030143481
"HIST2H2BE",2294.92307692308,2252.18604651163,6.83777505739848,2.59334073236854e-08,8.20510335383647e-06,-0.639564982191001
"DYNLRB2",-131.921897435897,67.2306976744186,-6.83495633458385,2.61745663725605e-08,8.20510335383647e-06,-0.641348873637033
"AMIGO2",-833.65058974359,487.46023255814,-6.81290451238803,2.81406443292934e-08,8.66220838424155e-06,-0.655328023188122
"SCUBE2",-418.435846153846,165.041860465116,-6.80893517291006,2.85099774659831e-08,8.66220838424155e-06,-0.657848638056229
"SP100",-521.351282051282,696.651162790698,-6.79770022622891,2.95819488935897e-08,8.78315172666003e-06,-0.664990276036765
"MEG3",-39.2567948717949,17.51,-6.79549036059197,2.97975171242201e-08,8.78315172666003e-06,-0.666396258928854
"HIST1H2BG",1426.07435897436,1290.92790697674,6.78150503894547,3.11988148227672e-08,9.06096167551218e-06,-0.67530369220308
"LOC161527",-447.637179487179,506.848837209302,-6.76029829599989,3.34509493481658e-08,9.57424345908588e-06,-0.688841998000718
"BMS1P5",-143.421794871795,190.476744186047,-6.74748012148061,3.48906402898116e-08,9.75653179229791e-06,-0.697043441539109
"CSRP1",-113.688974358975,120.274418604651,-6.74586944683652,3.50758902857437e-08,9.75653179229791e-06,-0.698074976592872
"E2F1",97.3146153846154,80.9393023255814,6.73512235982518,3.6337482468242e-08,9.96706862868487e-06,-0.70496339280507
"FOXP1",-1094.03076923077,1272.95348837209,-6.69011961852629,4.21344225215833e-08,1.13295106952863e-05,-0.733913650739661
"IL20RA",-532.764358974359,231.921627906977,-6.68783747340856,4.24519616917913e-08,1.13295106952863e-05,-0.735386285312476
"HIST1H3B",217.723076923077,198.776744186046,6.68247067855164,4.32081966763606e-08,1.13775823488193e-05,-0.738851120699376
"CIRBP",-63.6146153846154,62.7023255813953,-6.67622281835553,4.41056278432086e-08,1.14610795299411e-05,-0.742887820182087
"DNALI1",-1401.82182051282,704.230930232558,-6.64822247050228,4.83629150633938e-08,1.24041455790515e-05,-0.761018831827436
"SNRPG",6696.10256410256,9710.93023255814,6.58029556707451,6.04841851358764e-08,1.53141304134413e-05,-0.805275810474052
"PSMD12",217.779487179487,333.093023255814,6.56605809329648,6.33881446848433e-08,1.56610593682518e-05,-0.814600845873991
"HIST1H2BD",923.953846153846,872.46511627907,6.56173979599899,6.42962614821582e-08,1.56610593682518e-05,-0.817432509659789
"HIST1H2BL",1064.64102564103,1029.96511627907,6.55891558223184,6.48972237595131e-08,1.56610593682518e-05,-0.819285287575828
"HIST1H2AH",362.202564102564,410.93023255814,6.55631786097973,6.54549621963723e-08,1.56610593682518e-05,-0.820990064382695
"GPRASP2",-154.414025641026,124.776976744186,-6.55264236905704,6.6252321436801e-08,1.56610593682518e-05,-0.82340309565553
"C9orf61",-670.614153846154,435.975813953488,-6.55099690918205,6.66124354110665e-08,1.56610593682518e-05,-0.824483735560691
"CCNE1",149.199743589744,123.60976744186,6.52198913826862,7.32930748666233e-08,1.70289992416582e-05,-0.843571219713855
"MLF1IP",120.719487179487,98.2667441860465,6.50869298103974,7.65758500039629e-08,1.75848425782356e-05,-0.852343580570658
"SCGB1D1",-2844.72607692308,1092.83046511628,-6.50445462586031,7.76529547705785e-08,1.76272207329213e-05,-0.855142982743682
"ZMAT1",-141.842641025641,116.602325581395,-6.50068593483864,7.86234505518077e-08,1.76447105107687e-05,-0.857633423755156
"GPR172A",92.1282051282051,121.413953488372,6.48213974555564,8.3579424344288e-08,1.839904684235e-05,-0.869906297715613
"TMSB10",1244.92820512821,1409.09302325581,6.47972097446029,8.42484461256459e-08,1.839904684235e-05,-0.871509005540125
"SCGB1D2",-2376.33382051282,928.038837209302,-6.47781414615473,8.47796477114715e-08,1.839904684235e-05,-0.872772834180375
"KIAA0484",-45.2574102564103,30.2481395348837,-6.47169273074303,8.65077320052205e-08,1.85700130366424e-05,-0.876832081179622
"TRIM66",-192.559743589744,174.579069767442,-6.44642298704338,9.4023085329498e-08,1.99662571201318e-05,-0.893621709459751
"TPX2",448.664358974359,342.653953488372,6.44295261114408,9.51050589223392e-08,1.99811681772051e-05,-0.895931590111173
"UBE2T",1420.16153846154,1229.2488372093,6.42410929980862,1.01201419737184e-07,2.10381772462068e-05,-0.908490973212249
"CHL1",-66.3574871794872,26.7502325581395,-6.42003644409622,1.0256972593309e-07,2.11005158067978e-05,-0.911209432896294
"GOLGA8E",-90.89,87.7883720930233,-6.41466265704958,1.04403488657978e-07,2.12563350258392e-05,-0.914798292143618
"MMRN2",-946.838461538461,1650.95348837209,-6.40447452342118,1.07970746307537e-07,2.17583088655873e-05,-0.92160889086942
"HIST1H2BF",1243.7641025641,1213.51162790698,6.38501675203916,1.15126436772883e-07,2.29659797962391e-05,-0.934639707565059
"NAIP",-110.547076923077,88.1972093023256,-6.3758131292516,1.1867470996867e-07,2.34370684717127e-05,-0.940814133685483
"CCNB1",379.437179487179,333.56976744186,6.36228395389677,1.24090402848447e-07,2.42639739193464e-05,-0.949902993266427
"MAGI1",-78.9018974358975,46.2213953488372,-6.35694315931898,1.26295827701771e-07,2.44531009929636e-05,-0.953495032258404
"H2AFV",2808.10256410256,3517.37209302326,6.3410695457212,1.33085074659653e-07,2.55174479558591e-05,-0.964184802673411
"ANKRD33",-20.8248717948718,38.6325581395349,-6.33484933662391,1.3584409150165e-07,2.55469088240312e-05,-0.968379268507624
"HIST1H2BO",671.241025641026,642.6,6.33454550526365,1.35980315394565e-07,2.55469088240312e-05,-0.968584231272891
"TTK",109.494615384615,91.026976744186,6.32977657448459,1.38136491582952e-07,2.55469088240312e-05,-0.971802305139145
"LOC338579",-39.2609487179487,20.0832558139535,-6.32917030356291,1.38413045935052e-07,2.55469088240312e-05,-0.972211549000321
"TPM3",905.102564102564,1018.9976744186,6.32362858595249,1.40966765832356e-07,2.57773394298444e-05,-0.97595369160249
"ADAMTS5",-184.320564102564,97.573488372093,-6.30642180317517,1.49200463828058e-07,2.70326601847736e-05,-0.987588745796401
"LOC284112",-479.776051282051,299.387906976744,-6.30016243453485,1.52313636529287e-07,2.73458364346991e-05,-0.991827216105758
"KPNA2",5523.74358974359,6290.6976744186,6.29180693265385,1.56570909842707e-07,2.77181153242322e-05,-0.997490000568971
"HIST3H2A",3091.12820512821,3230.13953488372,6.2906026928995,1.57194233445441e-07,2.77181153242322e-05,-0.998306616641419
"ESR1",-212.523102564103,95.1588372093023,-6.26659624936998,1.70151671323513e-07,2.97373925395403e-05,-1.0146102256269
"HIST1H2BC",758.538461538461,754.874418604651,6.25709088453165,1.75572835867691e-07,3.04156836451846e-05,-1.02107848059584
"KIF16B",-283.585897435898,286.918604651163,-6.24961387321802,1.79958353209894e-07,3.09043262394973e-05,-1.02617157728662
"GGCT",14901.0769230769,18223.023255814,6.23537835744887,1.88613237825606e-07,3.21114037398094e-05,-1.03588075562241
"CKS2",2210.54358974359,2009.16279069767,6.21656683327063,2.00692281187687e-07,3.3875827873296e-05,-1.04873585794305
"KIR3DL3",-74.8030769230769,118.53488372093,-6.20097470099365,2.11288553729405e-07,3.51931508321441e-05,-1.05941238634199
"SF3A3",1445.41025641026,2023.3488372093,6.19986940162904,2.12060608082695e-07,3.51931508321441e-05,-1.06016996332201
"SEC31B",-246.957948717949,219.088372093023,-6.19724336631529,2.13906235342478e-07,3.52036186814882e-05,-1.06197024984741
"LOC100130289",11608.7179487179,16573.7209302326,6.18438023894446,2.23181416625943e-07,3.64139824652311e-05,-1.07079653991357
"TMEM144",-114.105692307692,68.1990697674419,-6.18029430588408,2.26211012447169e-07,3.64139824652311e-05,-1.07360293878356
"HIST1H2BI",671.133333333333,628.132558139535,6.17951668748386,2.26792234706741e-07,3.64139824652311e-05,-1.07413719166883
"OIP5",344.517948717949,307.476744186047,6.15433043443261,2.46447082200819e-07,3.92506727934191e-05,-1.09146703428205
"SP2",-287.758358974359,186.546046511628,-6.14772598364513,2.51877154443502e-07,3.97945753848378e-05,-1.09601965798995
"LOC349196",-81.5313076923077,37.84,-6.13816163502292,2.59953558321166e-07,4.04152371486887e-05,-1.10261872869943
"RACGAP1",325.141282051282,308.558139534884,6.1375096150283,2.60513476938703e-07,4.04152371486887e-05,-1.10306886297366
"CDCA5",220.42358974359,186.026976744186,6.13584905387499,2.61944926580189e-07,4.04152371486887e-05,-1.10421541411123
"DEPDC1",225.82641025641,176.13023255814,6.12631101608528,2.70320606898036e-07,4.13841989583668e-05,-1.11080525900319
"RP13.401N8.2",-88.5625641025642,75.5813953488372,-6.11417930604671,2.81361824179525e-07,4.27431897363187e-05,-1.11919742580988
"ECHDC2",-501.656410256411,567.93023255814,-6.10523530861821,2.89789529246115e-07,4.34622851643963e-05,-1.12539188534052
"TUBB2A",106.833076923077,130.211627906977,6.10449655579205,2.90496817140124e-07,4.34622851643963e-05,-1.12590381364325
"H2AFZ",1720.77435897436,1862.23255813953,6.09976351493522,2.95069388605527e-07,4.36549422386783e-05,-1.12918465091884
"LOC492311",-66.01,65.046511627907,-6.0985989118448,2.96205491922775e-07,4.36549422386783e-05,-1.12999219676227
"CFLP1",2707.71794871795,3723.72093023256,6.09441436488258,3.00323833455416e-07,4.36801501185696e-05,-1.13289467461673
"C21orf34",-663.042307692308,607.104651162791,-6.09393418506886,3.00800061579091e-07,4.36801501185696e-05,-1.13322782377888
"SUGT1L1",-26.0031794871795,20.9120930232558,-6.08031747222859,3.14623456723261e-07,4.53540047213699e-05,-1.14268261898783
"TBKBP1",-66.4174358974359,125.893023255814,-6.07437238842487,3.20856186596899e-07,4.59173103558127e-05,-1.14681514461144
"MGC34800",-31.5948717948718,51.1186046511628,-6.06700357881494,3.28753040309247e-07,4.65395410665385e-05,-1.15194115173745
"BEX1",-259.435461538462,140.536976744186,-6.06463960377206,3.31327335472945e-07,4.65395410665385e-05,-1.15358651363933
"TCEAL7",-28.5491538461538,15.7081395348837,-6.06367293454337,3.32385801571286e-07,4.65395410665385e-05,-1.15425945520323
"FLJ32679",-144.982051282051,146.46511627907,-6.06163318233767,3.34630352496251e-07,4.65395410665385e-05,-1.15567965637045
"FLYWCH1",-21.9264102564103,36.3255813953488,-6.05829354478137,3.38338046593776e-07,4.67261404348286e-05,-1.1580056167684
"GRIA4",-175.004717948718,90.2190697674419,-6.05026411343946,3.47421241429877e-07,4.74277748105716e-05,-1.1636014306477
"ZNF154",-876.515128205129,688.016279069767,-6.04956673582498,3.48221547801554e-07,4.74277748105716e-05,-1.1640876784559
"AMT",-44.0958205128205,36.0816279069767,-6.04646539106355,3.51803001043807e-07,4.75873799151653e-05,-1.16625055397262
"HIST3H2BB",632.523076923077,686.372093023256,6.03698482422064,3.6298102862344e-07,4.8765390029145e-05,-1.17286691978743
"BUB1B",423.057692307692,404.598837209302,6.03263811270381,3.6822396257948e-07,4.90692326285147e-05,-1.17590276199358
"CLK1",-248.866666666667,337.372093023256,-6.03100610281961,3.70211942966666e-07,4.90692326285147e-05,-1.17704297238055
"ENTPD2",-17.6969230769231,31.4302325581395,-6.01249999631251,3.93518737214167e-07,5.18106769416172e-05,-1.18998673634187
"N4BP2L1",-155.626,95.0237209302326,-6.00679763886133,4.00991540515982e-07,5.21513370949697e-05,-1.19398047131206
"ACTB",43264.8717948718,89723.2558139535,6.00649840049077,4.01387576000577e-07,5.21513370949697e-05,-1.19419011671014
"BUB1",85.0230769230769,74.9253488372093,5.99432545909319,4.17833735651215e-07,5.39333231723912e-05,-1.20272427605731
"FLJ14327",-673.23076923077,1809.53488372093,-5.98306061510343,4.33651919609787e-07,5.56116348076213e-05,-1.21063192441483
"DYNLL1",912.684615384616,1350.37209302326,5.95984673153759,4.68159960290672e-07,5.90293463460541e-05,-1.22695813005001
"HIST1H2AB",302.366666666666,291.453488372093,5.95930375484567,4.68999105353754e-07,5.90293463460541e-05,-1.22734049501399
"RRM2",205.248974358974,167.374651162791,5.95912886851686,4.69269703596663e-07,5.90293463460541e-05,-1.22746365499939
"SMC4",1163.49230769231,1116.04651162791,5.95322833428444,4.78491411417679e-07,5.98083980005553e-05,-1.23162034585939
"LOC100128364",-3215.05897435898,1817.62790697674,-5.93863114193697,5.02089638458747e-07,6.20024652083646e-05,-1.24191485943306
"HIST1H2BM",609.105128205128,575.718604651163,5.93848970232388,5.0232388644176e-07,6.20024652083646e-05,-1.24201468732709
"SLC3A2",278.576923076923,354.079069767442,5.93570473904631,5.06958544379257e-07,6.21858651735773e-05,-1.2439806196839
"LPCAT2",-269.306076923077,205.73511627907,-5.92474190232453,5.2562105098932e-07,6.40770996048646e-05,-1.25172509815544
"HIST1H2BB",103.281025641026,101.398837209302,5.92225279221448,5.2995300016253e-07,6.42088454000601e-05,-1.25348474681211
"MASP2",-984.947384615384,598.442790697674,-5.91012442168844,5.51575984865554e-07,6.64211836896941e-05,-1.26206545408288
"CKS1B",2708.46153846154,3148.16279069767,5.9078862508927,5.55661480171652e-07,6.65076277085452e-05,-1.26365015064507
"CLDN11",-152.603333333333,88.0325581395349,-5.90271932708346,5.65208742978946e-07,6.72428160547663e-05,-1.2673099379344
"KIF2C",136.801282051282,122.248139534884,5.87646405748689,6.16311106985496e-07,7.27485074567185e-05,-1.28593778751817
"MLL",-90.1228205128205,89.4697674418605,-5.87206359663892,6.25316192208633e-07,7.27485074567185e-05,-1.28906491810395
"GTPBP4",1762.8,1875.86046511628,5.87068983250749,6.28154255385005e-07,7.27485074567185e-05,-1.29004146185693
"RHD",-23.6164102564103,14.286511627907,-5.87058102590891,6.28379587706934e-07,7.27485074567185e-05,-1.29011881332366
"HSPE1",28628.4615384615,36124.8837209302,5.86984544694615,6.29905047095998e-07,7.27485074567185e-05,-1.29064176535825
"RAD54L",240.527435897436,199.159069767442,5.86513433226789,6.39763044858088e-07,7.34061995098382e-05,-1.29399203874068
"KIF13B",-185.63,133.290697674419,-5.86358728115165,6.43033698678515e-07,7.34061995098382e-05,-1.29509257307681
"NOMO1",1220.30256410256,1668.60465116279,5.85607979178118,6.59143874067291e-07,7.48128297066375e-05,-1.30043574700938
"TUBB",858.594871794871,972.558139534884,5.83464654497408,7.07386720940281e-07,7.98296020105692e-05,-1.31571307856171
"FGF1",-214.939256410256,116.219302325581,-5.82517904391073,7.29802979312623e-07,8.18913581729829e-05,-1.3224722084949
"TOMM22",195.745897435897,210.297674418605,5.82020296680273,7.41867470935657e-07,8.27696760516576e-05,-1.32602742781945
"ATP6AP2",887.11282051282,1035.06976744186,5.81755994027783,7.4835615119291e-07,8.27696760516576e-05,-1.32791651195522
"LOC147804",1113.61538461538,1710.32558139535,5.81351621840638,7.5839326331747e-07,8.27696760516576e-05,-1.33080772746401
"HSPD1P5",1340.66666666667,1849.3488372093,5.81270718314832,7.60417466206441e-07,8.27696760516576e-05,-1.33138632284299
"ENSA",155.330769230769,169.939534883721,5.81227298921444,7.61506038298165e-07,8.27696760516576e-05,-1.33169686387906
"FFAR3",-33.6002564102564,68.5348837209302,-5.8117668677548,7.62776902192602e-07,8.27696760516576e-05,-1.33205886587905
"PLK2",-1055.33846153846,798.255813953488,-5.80468125879444,7.80792430210502e-07,8.30541730989056e-05,-1.33712880282432
"LOC151878",-310.542051282051,235.958139534884,-5.80460095223257,7.80999026640225e-07,8.30541730989056e-05,-1.33718628535887
"C14orf132",-73.5611538461538,45.1544186046512,-5.80386180503708,7.82903116073812e-07,8.30541730989056e-05,-1.33771538081505
"PRO0478",-1684.23076923077,5484.18604651163,-5.80381127240727,7.8303346020684e-07,8.30541730989056e-05,-1.33775155448377
"SLC27A6",-156.757384615385,76.4497674418605,-5.802498908623,7.86426166868973e-07,8.30541730989056e-05,-1.33869107266708
"PDK4",-86.6998974358974,38.5809302325581,-5.79978898886501,7.93478269413357e-07,8.3142183118344e-05,-1.34063149716908
"GMPS",2104.5282051282,2104.81395348837,5.79894807088969,7.95679407026534e-07,8.3142183118344e-05,-1.34123374160354
"HSF1",1545.8,1949.46511627907,5.79621239339663,8.02882362349943e-07,8.32248346982147e-05,-1.34319332345547
"TIMM17A",1668.48974358974,1972.13953488372,5.79264055093887,8.12384857900352e-07,8.32248346982147e-05,-1.34575267898893
"OR5P3",-226.092846153846,117.514651162791,-5.79235840281057,8.13140243384965e-07,8.32248346982147e-05,-1.34595488816155
"SLC25A27",-52.8279743589744,61.8355813953488,-5.79113564037107,8.16422005170214e-07,8.32248346982147e-05,-1.34683128151854
"LOC100132116",-453.126538461539,190.326744186047,-5.79071981687141,8.17541036581784e-07,8.32248346982147e-05,-1.34712934054214
"MCTS1",701.220512820512,1041.06976744186,5.78349448223528,8.37231243933762e-07,8.47922042894762e-05,-1.35231041831164
"PRDX4",1239.0358974359,1217.97441860465,5.77546054204584,8.59680588593834e-07,8.66215915517328e-05,-1.35807579033646
"IGJ",-8975.88205128205,4252.37209302326,-5.76569514554239,8.87777620316875e-07,8.75776655114454e-05,-1.36509002012996
"NOVA1",-22.2116153846154,26.5881395348837,-5.76473770042718,8.90581178845274e-07,8.75776655114454e-05,-1.36577810050705
"MLPH",-1760.22228205128,1230.32255813953,-5.76466360680512,8.90798504827524e-07,8.75776655114454e-05,-1.36583135162189
"LENG9",-31.6997435897436,51.706976744186,-5.76453454471696,8.91177186529291e-07,8.75776655114454e-05,-1.36592410954484
"SNURF",-350.175205128205,312.153255813953,-5.76223594638813,8.97948456063297e-07,8.75776655114454e-05,-1.36757633216353
"LOC100128663",-549.969487179488,501.146511627907,-5.76177139685187,8.99323154694718e-07,8.75776655114454e-05,-1.36791029487345
"C19orf53",365.130769230769,402.211627906977,5.76089148928631,9.01932736247e-07,8.75776655114454e-05,-1.36854289956166
"RAD51",1007.78205128205,934.088372093023,5.75997948001925,9.04645489105011e-07,8.75776655114454e-05,-1.36919864275359
"MGP",-46743.6230769231,34965.0930232558,-5.75583752725984,9.17068339389087e-07,8.79290325115826e-05,-1.37217750290595
"LOC441795",1029.78205128205,1084.83720930233,5.75580067160869,9.17179639343056e-07,8.79290325115826e-05,-1.37220401477263
"NRIP2",-388.951282051282,852.023255813953,-5.75305019010455,9.25523892515995e-07,8.83003447019246e-05,-1.37418283234131
"HIST1H2AD",448.8,441.616279069767,5.74406737449157,9.53306081755007e-07,9.05136625412482e-05,-1.38064927013342
"MTHFD2",2772.89743589744,3014.3488372093,5.74245024795404,9.58395117188386e-07,9.05614601404471e-05,-1.38181400503912
"MME",-149.219307692308,76.8858139534884,-5.74084883515472,9.63461381601161e-07,9.06066610725778e-05,-1.38296760770734
"MELK",152.217948717949,128.353953488372,5.73204546061076,9.91792307833144e-07,9.28289397506955e-05,-1.38931254976174
"MTA2",1632.12820512821,2467.23255813953,5.72469066844983,1.01609683825805e-06,9.4655171975275e-05,-1.3946177069535
"HMX2",-25.2553846153846,32.9953488372093,-5.72316300619572,1.02121908494473e-06,9.4685707551988e-05,-1.3957201262152
"NTRK2",-2538.33487179487,1334.53023255814,-5.71702118733462,1.04207354412968e-06,9.61678057150328e-05,-1.40015398192369
"MAPKAPK5",89.3243589743589,126.511627906977,5.7081679464183,1.07288340715287e-06,9.85505786412186e-05,-1.406549988711
"SEMA6D",-325.694692307692,123.598837209302,-5.70301044799083,1.09124844510149e-06,9.95467759051197e-05,-1.41027858903596
"RP11.129H15.2",121.676923076923,138.313953488372,5.70091586835832,1.0987960298472e-06,9.95467759051197e-05,-1.41179340053924
"AASS",-169.396666666667,132.516279069767,-5.70052749717911,1.10020118666396e-06,9.95467759051197e-05,-1.41207430699588
"GLI3",-138.209461538462,92.3532558139535,-5.6995100097727,1.10389102856961e-06,9.95467759051197e-05,-1.41281030014345
"PGP",-32.3992307692308,70.4651162790698,-5.6933692647781,1.12642315255981e-06,0.000101116958363198,-1.41725373063223
"C11orf10",4560.61538461539,5987.20930232558,5.68463789045374,1.1592520200302e-06,0.00010359306852297,-1.42357633888177
"ITGBL1",-938.135384615385,605.502325581395,-5.66408114561058,1.24035453126584e-06,0.0001103412686395,-1.43848325985174
"GINS1",193.868205128205,160.305348837209,5.6558556532591,1.27436766203048e-06,0.000112858685907802,-1.44445638193115
"RBPMS",-252.942051282051,209.144186046512,-5.65168677692522,1.29195937950011e-06,0.000113905829400659,-1.44748551394515
"ATP5J2",593.028205128205,779.279069767442,5.64850523740324,1.3055472618956e-06,0.000114270205785408,-1.44979805889777
