"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CYP2J2",-42.7422820512821,117.164418604651,-1.32361962609927,0.192853693834176,0.389912735414737,-4.50874732153142
"HIGD2A",38.1558974358974,135.351162790698,1.32348936225161,0.192896607250049,0.389959575860499,-4.50880256148774
"CRYAA",1.20258974358974,3.96209302325581,1.3232515671459,0.192974963932126,0.390076538097959,-4.50890338924594
"ARVCF",-11.1510256410257,44.7279069767442,-1.32319390821911,0.192993966973272,0.390076538097959,-4.50892783490918
"PDE1C",-21.9752307692308,23.0076744186047,-1.3230964492179,0.193026090432647,0.39008675589067,-4.5089691525209
"HPGD",-13.360358974359,12.386511627907,-1.32305872204871,0.193038526777028,0.39008675589067,-4.50898514619658
"C3orf55",9.61392307692308,12.9204651162791,1.32296920314608,0.193068038135037,0.390106474844368,-4.50902309435913
"MYBPC2",-14.7200000000001,124.83023255814,-1.32288342899183,0.193096318198288,0.390123702107211,-4.50905945299346
"PLDN",116.576923076923,409.155813953488,1.3224067877707,0.193253526070174,0.390391492580742,-4.50926145833779
"CTSS",21.7102564102564,38.0797674418605,1.32236170786185,0.193268399562607,0.390391492580742,-4.50928056039729
"ADCY8",3.26251282051282,5.42232558139535,1.32214804564156,0.193338906309574,0.390493972254835,-4.50937108948549
"TSPAN32",-4.42856410256411,13.3195348837209,-1.3220756220369,0.193362809936253,0.390502314493411,-4.50940177263253
"ZSWIM1",1.4876923076923,5.30023255813953,1.32195973028487,0.193401065034295,0.390523095215398,-4.50945086856758
"MBD6",-67.7130769230769,284.681395348837,-1.32192464238481,0.193412648453178,0.390523095215398,-4.50946573233601
"LOC100130274",-3.22476923076924,21.1809302325581,-1.32173718914256,0.193474540539084,0.39060812728546,-4.5095451345996
"PRSS22",10.4375641025641,26.4527906976744,1.32166124421786,0.193499619827865,0.390618827760452,-4.50957730090983
"HDAC3",55.7625641025641,137.51488372093,1.32144086447632,0.193572409825898,0.390725830095222,-4.50967063322459
"IPMK",12.0314615384615,31.9455813953488,1.32125933266879,0.193632384253799,0.390806944979895,-4.50974750306127
"ZBTB1",-28.5573076923077,82.3386046511628,-1.32112034722381,0.193678311782993,0.39085969542227,-4.50980635041945
"CD1D",8.36284615384615,8.99069767441861,1.32089001436182,0.19375444317858,0.390973382888911,-4.50990386308476
"LOC646982",1.36453846153846,4.42046511627907,1.32076730848498,0.193795010167545,0.390993158695641,-4.50995580527604
"GPR20",10.9337435897436,21.2751162790698,1.32074060371946,0.193803839711967,0.390993158695641,-4.50996710902274
"ARFIP1",20.2741538461538,47.4986046511628,1.32047154396246,0.193892817506709,0.391132712251276,-4.51008098714866
"PSG5",3.86794871794872,42.2139534883721,1.32028212788403,0.193955475854937,0.391168990672411,-4.51016114446376
"GPX6",2.02925641025641,6.18883720930233,1.32021105240753,0.193978991412693,0.391168990672411,-4.51019121969841
"TRIM60",1.88374358974359,4.53116279069767,1.32015251180655,0.193998361394042,0.391168990672411,-4.51021598981042
"C17orf63",-35.0566666666668,165.641860465116,-1.32015128996153,0.193998765695203,0.391168990672411,-4.51021650679598
"FIGN",30.0842051282051,61.3974418604651,1.32006084166352,0.194028696272394,0.391168990672411,-4.51025477601817
"MGC16075",5.17941025641025,10.8504651162791,1.32005797889402,0.194029643659271,0.391168990672411,-4.51025598723622
"SOX18",45.2461538461537,315.720930232558,1.31926344244524,0.194292718577255,0.391659375235501,-4.51059206225186
"ABCC10",91.7661538461538,297.576744186047,1.31906650470552,0.194357967563805,0.391734023429372,-4.51067533638279
"ZNF788",-6.98476923076923,18.4676744186047,-1.31903194052295,0.194369421012933,0.391734023429372,-4.51068995056309
"BDH1",32.0033333333333,77.8279069767442,1.31873198893207,0.194468836797897,0.391894393665476,-4.51081676002618
"OR4D5",1.6934358974359,5.0906976744186,1.31846908791164,0.194556004355939,0.39200276835882,-4.5109278852194
"DRD2",-11.231282051282,56.5488372093023,-1.31845006180623,0.194562313810985,0.39200276835882,-4.51093592658778
"SEMG2",3.71679487179487,8.2746511627907,1.31836697876337,0.19458986771122,0.392018290057011,-4.51097104039277
"CHSY3",2.62851282051282,7.1,1.31816689128188,0.194656237477821,0.392111998566859,-4.51105559651026
"MAP4K2",9.79761538461538,23.6509302325581,1.31804795492607,0.194695697267313,0.392117023342194,-4.51110585324177
"PGA3",1.8364358974359,6.18046511627907,1.31803968269208,0.194698441991673,0.392117023342194,-4.51110934854033
"BMP10",-2.28828205128205,12.5581395348837,-1.31761134157823,0.194840605626646,0.392317857794646,-4.5112903111862
"LOC388242",-12.4830256410256,32.8986046511628,-1.31755744118337,0.194858500405894,0.392317857794646,-4.51131307905121
"GAL3ST1",3.22576923076923,5.67976744186046,1.31754658723103,0.194862104038607,0.392317857794646,-4.51131766373121
"ZNF616",15.2959487179487,44.366976744186,1.31741158607191,0.194906930156443,0.392317857794646,-4.51137468512113
"NRBP2",27.5602564102564,114.751162790698,1.31741089705176,0.194907158960496,0.392317857794646,-4.51137497613445
"AKAP4",1.45633333333333,4.00604651162791,1.31716607268747,0.19498847111466,0.392317857794646,-4.5114783713689
"RXRB",44.9841794871795,113.730465116279,1.3171435062904,0.194995967264198,0.392317857794646,-4.51148790086504
"MDH1",3.53705128205129,6.44232558139535,1.3171370999999,0.194998095358113,0.392317857794646,-4.51149060613246
"SIK1",50.6284615384616,113.503720930233,1.31710360044904,0.19500922380011,0.392317857794646,-4.51150475223698
"HMBOX1",-68.9338461538463,260.760465116279,-1.31700019281813,0.195043578524034,0.392317857794646,-4.51154841698093
"HHEX",5.12610256410256,9.69558139534884,1.3169800455925,0.195050272495564,0.392317857794646,-4.51155692397121
"ADH4",-18.958,36.753488372093,-1.31695726575552,0.195057841369831,0.392317857794646,-4.5115665424229
"GATA4",1.72120512820513,4.5993023255814,1.31692815287782,0.195067514797834,0.392317857794646,-4.5115788346983
"DOPEY1",-41.6712820512821,148.211627906977,-1.31690178806005,0.195076275433866,0.392317857794646,-4.51158996646246
"EPHA2",6.72951282051282,12.2411627906977,1.31676120832699,0.195122993032234,0.392320814180931,-4.51164931883648
"APOB",1.95105128205128,7.51581395348837,1.31671094601115,0.195139698318947,0.392320814180931,-4.5116705381152
"GSTA1",54.3037692307692,45.2955813953488,1.3167020041536,0.195142670367004,0.392320814180931,-4.51167431303226
"RNF217",27.2869230769231,86.0604651162791,1.31665827036382,0.195157206871916,0.392320814180931,-4.51169277547897
"SLC2A14",20.7261538461538,57.2139534883721,1.31653871099769,0.195196950946276,0.392360771932622,-4.51174324537608
"C2",10.8165128205128,13.0225581395349,1.31638943460094,0.195246582226946,0.392383452051974,-4.51180625422587
"LGALS8",3.21892307692308,7.51883720930233,1.31638525737738,0.195247971204352,0.392383452051974,-4.51180801732285
"FBXO24",-82.5820512820517,492,-1.31602198430705,0.195368792620605,0.392586313132309,-4.51196132686231
"CCL19",1741.87692307692,2211.18604651163,1.31570229593306,0.195475165137876,0.392760101364118,-4.51209621234123
"CKM",4.36851282051282,6.70395348837209,1.31560403299759,0.195507869804528,0.39278585155337,-4.5121376665217
"C20orf56",1.3328717948718,3.94837209302326,1.31547083834898,0.195552207363303,0.39280127629798,-4.51219385306037
"SERPINB8",1.85853846153847,5.58511627906977,1.31546146816243,0.195555326779166,0.39280127629798,-4.51219780557378
"OR5I1",-3.01638461538461,14.4809302325581,-1.31502590097122,0.195700372575306,0.393044170595798,-4.51238150873632
"C9orf93",-39.4230769230769,112.918604651163,-1.31492352874019,0.195734474837409,0.393044170595798,-4.51242467720886
"UNG",29.7600769230769,78.8697674418605,1.3149093067445,0.195739212829095,0.393044170595798,-4.51243067413048
"LY6G5B",37.7048717948718,134.644186046512,1.31485934173216,0.195755859131109,0.393044170595798,-4.51245174219525
"TCOF1",4.31984615384615,21.21,1.31457095161952,0.1958519599563,0.393182106743756,-4.51257333016043
"ZNF23",-44.5802564102564,123.474418604651,-1.31453369931952,0.195864376228927,0.393182106743756,-4.51258903439254
"LOC728003",109.842307692308,376.441860465116,1.31446504235397,0.195887261311138,0.393188080458752,-4.51261797669371
"FAM181B",2.79853846153846,5.61093023255814,1.31422505353934,0.19596727153567,0.393308703816864,-4.5127191335368
"ProSAPiP1",7.97910256410256,14.0960465116279,1.31403097626269,0.196031993393425,0.39333566052762,-4.51280092666212
"P2RX2",-3.50833333333334,12.8223255813953,-1.31402195155131,0.196035003394075,0.39333566052762,-4.51280472983746
"MAGEA8",49.3277948717949,40.9262790697674,1.31397254275681,0.196051483269305,0.39333566052762,-4.51282555118898
"GRAMD1B",6.46661538461538,7.77697674418605,1.31390855898591,0.196072826064882,0.39333566052762,-4.51285251357047
"OR2S2",2.14194871794872,5.16976744186046,1.31388619455306,0.196080286490173,0.39333566052762,-4.51286193754142
"IL1F8",-14.4779743589743,55.6913953488372,-1.3137974189847,0.196109902758439,0.393355115740038,-4.51289934460271
"LOC649839",662.769230769232,3301.62790697674,1.31364976912294,0.196159167503256,0.393405136572056,-4.51296155447444
"KIRREL2",3.14520512820513,6.23279069767442,1.31360327842399,0.196174681500917,0.393405136572056,-4.51298114132107
"C12orf52",34.805641025641,83.8906976744186,1.31349508667057,0.196210788815437,0.393437594508687,-4.51302672091413
"CDADC1",-22.5166666666667,111.390697674419,-1.3133770190091,0.196250197818214,0.393476665656031,-4.51307645736873
"LGR4",-11.115641025641,126.137209302326,-1.31330035786029,0.196275789239991,0.39348802778404,-4.51310874909627
"VPREB3",-4.84384615384618,34.8744186046512,-1.31319954265876,0.196309447749501,0.393515558628186,-4.51315121267011
"C7orf58",3.89835897435897,9.06209302325581,1.3129406070907,0.196395916948736,0.393588110315394,-4.51326026392392
"PRKCZ",77.4366666666666,115.125581395349,1.31293992977121,0.196396143171383,0.393588110315394,-4.51326054915398
"ADRBK1",3.28076923076923,8.97813953488372,1.31291212665555,0.196405429498112,0.393588110315394,-4.51327225738053
"ATRN",17.7934871794872,49.9479069767442,1.31285116342611,0.196425792572262,0.39358897904927,-4.51329792897768
"TTTY9A",-14.7166666666667,10.9425581395349,-1.31255409227378,0.196525043876129,0.393747904180752,-4.5134230107611
"CYSLTR2",13.1315641025641,13.8423255813953,1.31238871059314,0.196580314294549,0.393805881530712,-4.51349263406996
"MST1R",4.78430769230769,22.5355813953488,1.31228261116913,0.196615778844741,0.393805881530712,-4.51353729639637
"C17orf91",13.9720512820513,31.4525581395349,1.31225877705446,0.196623746249181,0.393805881530712,-4.51354732888552
"ACVR1B",-34.6386666666666,115.383488372093,-1.31222887218188,0.196633743367986,0.393805881530712,-4.51355991651413
"OAZ2",22.439717948718,62.8402325581395,1.31198933459893,0.196713834061807,0.393892919264822,-4.51366073425645
"TOR1AIP2",21.2392307692308,76.6788372093023,1.31194476052886,0.196728740376355,0.393892919264822,-4.51367949304666
"SOX2OT",1.93282051282051,6.95232558139535,1.31191786093821,0.196737736464126,0.393892919264822,-4.51369081334699
"F9",1.38974358974359,5.23651162790698,1.31181504077317,0.196772125709731,0.393892919264822,-4.51373408185867
"FAM19A1",1.30564102564103,4.69860465116279,1.31174684359489,0.196794937462882,0.393892919264822,-4.51376277879406
"A2M",1430.78717948718,2222.06976744186,1.31174105904844,0.196796872468783,0.393892919264822,-4.51376521283461
"FLJ42875",-3.32228205128204,21.4667441860465,-1.31166354202998,0.19682280431119,0.393904900926398,-4.51379782980336
"SI",1.41853846153846,4.26813953488372,1.31148816620246,0.196881482524106,0.393982409399997,-4.51387161682255
"VWA1",272.956410256411,367.511627906977,1.31061888306505,0.197172528056413,0.3945248486916,-4.51423722968821
"AKAP2",-18.3224871794872,53.963023255814,-1.31038869017501,0.197249653795413,0.394639186790155,-4.51433401159002
"RIN1",-17.320358974359,53.5237209302326,-1.31029848381016,0.197279883525997,0.394659685955724,-4.51437193377723
"OR1C1",-5.1224358974359,11.486976744186,-1.30990172740921,0.197412885257227,0.394865074976962,-4.51453870078365
"C12orf32",19.8182051282051,56.3651162790698,1.30987293312989,0.197422540398123,0.394865074976962,-4.51455080206099
"GDI1",336.164102564103,1734.3023255814,1.30980441789723,0.197445515992765,0.394871037502897,-4.51457959580535
"CCDC141",11.9632051282051,15.3248837209302,1.30969284463471,0.19748293481646,0.394905880892088,-4.5146264820274
"RGSL1",1.3665641025641,4.59418604651163,1.30958503520678,0.197519096455079,0.394938203492089,-4.51467178328878
"ARMC3",33.3266666666667,29.0011627906977,1.30950980591354,0.19754433297898,0.394948677060324,-4.51470339253981
"KCTD16",2.42951282051282,5.24116279069767,1.3094078176531,0.197578550008051,0.394949114394834,-4.51474624264708
"GPR174",13.7630256410256,20.4744186046512,1.30934674225852,0.197599042935205,0.394949114394834,-4.51477190193207
"PCCA",-94.4930769230772,310.997674418605,-1.30933033913015,0.19760454703202,0.394949114394834,-4.51477879311542
"LOC100133469",3.30051282051282,5.48883720930233,1.30913304573975,0.197670758264398,0.394987989820258,-4.51486167295623
"OFCC1",13.0278974358974,13.1,1.30909335590243,0.197684080119762,0.394987989820258,-4.51487834472152
"HFE",4.00835897435897,8.49883720930232,1.30902634976544,0.197706572209455,0.394987989820258,-4.51490648973715
"KIR3DX1",1.67779487179487,4.18209302325581,1.30901126345276,0.197711636531106,0.394987989820258,-4.51491282636502
"LOC646719",5.15294871794872,9.83046511627907,1.30897443594855,0.197723999562665,0.394987989820258,-4.51492829456983
"XKR4",6.09797435897437,14.9220930232558,1.30871162113081,0.197812243789719,0.395124304905752,-4.51503867049121
"LOC283658",-16.9890256410256,38.4148837209302,-1.30851410821661,0.197878581521747,0.395173016161275,-4.51512160852168
"MAGEL2",-4.48615384615387,27.5162790697674,-1.30846689112063,0.197894442603068,0.395173016161275,-4.51514143393518
"PSAPL1",2.48312820512821,5.02395348837209,1.3084602916283,0.197896659569346,0.395173016161275,-4.51514420486649
"PLA2G7",115.619205128205,165.313023255814,1.30816855954161,0.197994679891546,0.395328776986972,-4.51526668240917
"PFDN1",23.7976923076923,73.9453488372093,1.30799938844084,0.198051537276596,0.395402326089315,-4.5153376944592
"SPTLC1",16.9281025641026,47.2395348837209,1.30784625497201,0.198103015182219,0.395465121483236,-4.51540196760551
"C1orf107",165.297435897436,717.093023255814,1.30776651723926,0.198129824124667,0.395478663496872,-4.51543543252368
"JAK3",21.2234102564103,44.1839534883721,1.30766281667212,0.198164693821344,0.3955017263288,-4.51547895169142
"PPP4R4",-6.48107692307692,8.15139534883721,-1.30761304569131,0.198181431148403,0.3955017263288,-4.5154998376076
"C1orf110",4.82394871794872,6.80093023255814,1.30744812418175,0.198236899743459,0.395572449533554,-4.51556904041106
"GALR1",2.77474358974359,5.73279069767442,1.30725083642581,0.198303269641112,0.395664909288979,-4.51565181448033
"C1orf175",-4.34871794871797,28.7813953488372,-1.30712705760664,0.198344918873338,0.395708031400096,-4.51570374159814
"SLC11A1",-6.6920512820513,38.546511627907,-1.30687699290518,0.198429081141517,0.395793693375157,-4.51580863456398
"SNTG2",14.246358974359,14.3216279069767,1.30684613798811,0.198439467608458,0.395793693375157,-4.51582157586207
"CRYAB",6958.61538461538,13670.2325581395,1.30682085205543,0.198447979735723,0.395793693375157,-4.51583218119574
"IGK.",184.469179487179,173.745581395349,1.30675981289793,0.198468528786152,0.395794706149422,-4.51585778128259
"TNFRSF8",26.1011794871795,40.9962790697674,1.30632200427387,0.198615965884053,0.396033907664483,-4.51604136968962
"C6orf81",3.85617948717948,11.996511627907,1.30628455423415,0.198628581468262,0.396033907664483,-4.51605707131623
"MRM1",8.51584615384615,25.5574418604651,1.30606111623495,0.198703862387282,0.39610897007685,-4.51615074373697
"EGLN3",92.5028205128203,183.990697674419,1.30598950925468,0.198727992844651,0.39610897007685,-4.51618076075052
"CCL25",-2.16297435897436,12.2532558139535,-1.30594467010407,0.198743104083036,0.39610897007685,-4.51619955619882
"RPL11",-2104.05128205128,9727.44186046512,-1.3059347206574,0.198746457263229,0.39610897007685,-4.51620372668158
"C11orf85",4.52815384615385,8.01302325581395,1.30576582660137,0.198803384777249,0.396182446616134,-4.51627451733925
"ZNF530",-25.4053846153845,89.6906976744186,-1.30508229470329,0.199033902537382,0.396601810232141,-4.51656093333347
"EPS8L2",-28.0641025641023,208.651162790698,-1.30497808561574,0.199069064315782,0.396617638971343,-4.51660458795932
"KRT7",1063.67692307692,3512.02325581395,1.30493971600962,0.199082012006832,0.396617638971343,-4.51662066075467
"FAM129B",-288.410256410259,3431.86046511628,-1.30478805628453,0.199133195299915,0.396679591888039,-4.51668418607684
"ETFB",109.173846153846,448.613953488372,1.30436986488679,0.199274381382567,0.396920802614656,-4.51685931962194
"ARID5A",-7.41825641025641,22.2013953488372,-1.30425104237434,0.199314511014075,0.396933346719888,-4.51690907217059
"CCDC101",6.46589743589742,24.0118604651163,1.30423219463302,0.199320876977119,0.396933346719888,-4.51691696360601
"C22orf27",4.51997435897436,13.1311627906977,1.30398288244376,0.199405098487865,0.396996150261414,-4.51702133979236
"IFI35",-8.53897435897437,47.9348837209302,-1.30397804560879,0.199406732711876,0.396996150261414,-4.51702336459371
"GPAA1",11.1202564102564,56.1813953488372,1.30396032471082,0.199412720167767,0.396996150261414,-4.51703078288043
"LOC730101",4.60474358974359,6.47953488372093,1.30387834639784,0.199440420396298,0.397011275315642,-4.51706509933758
"PCDHB15",-13.0546666666667,23.3520930232558,-1.30360800388451,0.199531788973435,0.397153124414067,-4.51717825253866
"NR2C1",-48.7182051282054,216.972093023256,-1.30349141243308,0.199571203561205,0.397191544808045,-4.51722704617878
"ELMO3",-2.5348717948718,10.923023255814,-1.30328355443107,0.19964148609022,0.397291385408682,-4.5173140255579
"C8orf56",-3.47805128205128,15.1888372093023,-1.30288563214157,0.199776086867814,0.397519187864227,-4.51748050481582
"C1D",38.0123076923077,178.027906976744,1.30271387706245,0.199834205779399,0.397544517202801,-4.51755234856141
"UNC5B",4.3344358974359,10.9132558139535,1.30268704941396,0.199843284941359,0.397544517202801,-4.51756356960437
"WDR85",19.1087179487179,51.1162790697674,1.30266955438893,0.199849205873179,0.397544517202801,-4.51757088703757
"SLC15A3",9.11279487179487,19.4793023255814,1.30254491160716,0.199891393217188,0.397588390033865,-4.51762301739998
"ODF3L2",-5.52538461538467,56.7604651162791,-1.30222154590486,0.200000872938095,0.39774338818098,-4.51775824105368
"LOC283143",-1.39046153846154,4.55837209302326,-1.30219577526503,0.200009599879757,0.39774338818098,-4.51776901645184
"DNAL4",6.30994871794872,25.3176744186046,1.30183588270081,0.20013150362328,0.397945737520758,-4.5179194778558
"SCML4",15.2913846153846,22.693023255814,1.30154453249807,0.200230231692108,0.398101967752686,-4.51804125706819
"LOC728012",-6.7033076923077,19.3155813953488,-1.30137826855941,0.200286589052736,0.39817393267591,-4.51811074182625
"FOSL1",1.32702564102564,4.67813953488372,1.30129428654751,0.200315060427731,0.398190450768723,-4.51814583652103
"AMOT",1.21558974358974,4.37116279069767,1.3011298052516,0.200370831342801,0.398242381121049,-4.51821456483304
"C5orf25",-11.7645384615384,43.4537209302326,-1.30109830041582,0.200381515074174,0.398242381121049,-4.51822772822916
"ZNF680",-1827.69230769231,16332.5581395349,-1.30088398970604,0.200454202276249,0.398346753949853,-4.51831726448814
"AZGP1P1",1.35076923076923,4.09162790697674,1.30030270202294,0.200651456512502,0.39869862306725,-4.51856005445915
"DGKB",1.27374358974359,4.58558139534884,1.29994576263661,0.200772653099109,0.398899308456167,-4.51870909276139
"C20orf7",19.1338461538462,58.8453488372093,1.29968448338405,0.200861403959912,0.399035496107464,-4.51881816608995
"KCTD17",-3.93835897435898,20.36,-1.29960856801046,0.200887196317105,0.39904659425332,-4.51884985405823
"CMKLR1",13.4111538461538,21.0804651162791,1.29950156790209,0.200923554010021,0.399057836730833,-4.51889451442703
"ZNF592",81.3517948717948,305.118604651163,1.29944221608036,0.200943723380756,0.399057836730833,-4.51891928567986
"GUCY2F",1.65553846153846,4.13348837209302,1.29936106154519,0.200971304386965,0.399057836730833,-4.51895315498578
"CYTIP",82.9386410256408,132.201860465116,1.29935406628739,0.200973681914267,0.399057836730833,-4.51895607432404
"PNPLA1",1.61853846153846,4.32767441860465,1.29923022958846,0.201015774681911,0.399101290257671,-4.51900775296067
"GTF2IRD2",-11.1507692307692,37.9511627906977,-1.29880843621196,0.201159194562089,0.39934589197896,-4.51918374058674
"TET2",-30.9379487179487,144.8,-1.29870744800247,0.201193544454492,0.399366091747179,-4.51922586918876
"CXCR6",20.6258974358974,25.0209302325581,1.29865962087788,0.201209813807506,0.399366091747179,-4.51924581992875
"PRDX2",15.2477692307692,39.5472093023256,1.29849545946405,0.201265664161138,0.399400825747105,-4.51931429381766
"DEM1",89.8733333333333,291.402325581395,1.29846546875255,0.201275868749495,0.399400825747105,-4.51932680252534
"LOC728543",1.17776923076923,3.86093023255814,1.29832902554606,0.201322299619536,0.399400825747105,-4.5193837079127
"TBX1",7.21135897435898,10.713488372093,1.29832519405215,0.201323603572622,0.399400825747105,-4.51938530581126
"MARCO",53.4248461538463,57.5393023255814,1.29827372170772,0.201341121516117,0.399400825747105,-4.51940677160579
"WDR87",1.43551282051282,3.98767441860465,1.29825158239311,0.201348656698475,0.399400825747105,-4.51941600425813
"HPS1",-7.82512820512821,16.2290697674419,-1.29812570069872,0.201391504963668,0.399445699661291,-4.5194684974954
"PROX1",5.65015384615384,9.38581395348837,1.29805873551478,0.201414301729083,0.399450797835677,-4.51949642047671
"LOC389033",-5.48384615384616,33.7279069767442,-1.2979732250864,0.201443414634191,0.399468420083405,-4.51953207458805
"NQO2",13.4961538461538,43.3197674418605,1.29781820006246,0.201496202607987,0.399486153189843,-4.51959670803824
"FAF2",37.0843589743589,133.66511627907,1.29779897230456,0.201502750630484,0.399486153189843,-4.51960472405873
"hCG_2007354",2.0641282051282,4.46162790697674,1.29774888747522,0.20151980779902,0.399486153189843,-4.51962560385631
"TP53TG5",1.28264102564102,4.31255813953488,1.29770936152612,0.201533269746843,0.399486153189843,-4.51964208128158
"OTUB1",-17.7616666666667,25.7881395348837,-1.29761916611491,0.201563991501448,0.399506951842843,-4.51967967996216
"NCRNA00032",6.81015384615385,9.37511627906977,1.29726815562202,0.201683584023723,0.399703873646213,-4.51982597986336
"OR12D2",-2.55858974358975,7.67186046511628,-1.29675811510548,0.201857455094937,0.399946347912917,-4.52003850153493
"LOC391282",-85.6615384615387,550.697674418605,-1.29674891225801,0.201860593354043,0.399946347912917,-4.52004233547335
"RABL2A",-590.025641025642,3596.04651162791,-1.2967310439656,0.20186668671811,0.399946347912917,-4.52004977939881
"CAMK2B",-2.44505128205128,8.86953488372093,-1.29645359214276,0.201961319913333,0.40009370117047,-4.52016535429663
"KLK6",15.7743076923077,22.593023255814,1.2962751527833,0.202022199669467,0.400174164621093,-4.52023967334752
"MTERFD3",-22.4364102564103,72.2697674418605,-1.29602118595139,0.202108871715986,0.40028889625349,-4.52034543384191
"FAM184B",-9.12974358974359,21.783488372093,-1.29594069060717,0.202136348472379,0.40028889625349,-4.52037895109911
"TCP10",1.41579487179487,4.7893023255814,1.29589574051312,0.202151693230744,0.40028889625349,-4.52039766696929
"TLR1",15.8655384615384,39.2574418604651,1.29582523173858,0.202175764810687,0.40028889625349,-4.52042702356896
"LCN2",40.8285384615384,68.523488372093,1.29579759089313,0.202185201940674,0.40028889625349,-4.52043853156209
"VTI1B",330.817948717949,1557.41860465116,1.29574917406483,0.202201733202937,0.40028889625349,-4.52045868891578
"TSPAN19",1.22961538461539,4.56325581395349,1.29565964224932,0.202232305303287,0.400309291113022,-4.5204959619247
"DNAJC3",446.953846153846,830.674418604651,1.29549450971317,0.202288701661716,0.400366938805949,-4.52056470240622
"FAR1",76.1735897435894,281.167441860465,1.29545565274335,0.202301973889542,0.400366938805949,-4.52058087646786
"LOC100133287",3.75338461538461,7.09325581395349,1.29526442233196,0.20236730131859,0.40041819671252,-4.52066046922644
"C7orf50",7.07594871794872,8.36209302325581,1.29526113401502,0.202368424800631,0.40041819671252,-4.52066183778029
"MAS1",1.17433333333333,3.9093023255814,1.29510390244701,0.202422149828538,0.40048437557241,-4.5207272719418
"CSDE1",149.317948717949,623.790697674419,1.295024736211,0.202449204504925,0.400497780203121,-4.52076021548418
"TRIM44",54.0082051282052,241.318604651163,1.29491727702477,0.202485932528156,0.400530316656506,-4.52080492980214
"SYT13",177.976076923077,133.846279069767,1.29475014974809,0.202543064254383,0.400588224762788,-4.52087446590095
"PRSS8",-9.70230769230771,52.4232558139535,-1.29465623551455,0.202575173764137,0.400588224762788,-4.52091353706026
"C3",38.7098717948718,84.7453488372093,1.2946536448213,0.202576059583066,0.400588224762788,-4.52091461483197
"NFKBIE",12.8428717948718,39.0886046511628,1.29452243031235,0.202620928734038,0.400612691922148,-4.52096919980683
"PTGFRN",147.662051282051,486.404651162791,1.29444979525275,0.20264576971249,0.400612691922148,-4.52099941377644
"MAGEA10",1.16902564102564,4.04790697674419,1.29443950778656,0.202649288181794,0.400612691922148,-4.52100369292933
"CCT5",2.5784358974359,8.48813953488372,1.29433874921516,0.202683751577995,0.400640717637256,-4.52104560268874
"ZNF143",22.8315384615384,93.4674418604651,1.29408897559285,0.202769203065392,0.400769514745638,-4.52114948187646
"CDH17",4.43828205128205,7.40186046511628,1.29398583109654,0.202804498354462,0.400799163214477,-4.52119237389465
"RPLP0",544.130769230769,1937.39534883721,1.29353119049389,0.202960128306491,0.401066597350899,-4.52138139798011
"LOC100133319",-2.29566666666667,9.32837209302326,-1.29335154403432,0.203021648688902,0.401148028009718,-4.52145607292159
"HOOK2",6.52358974358973,20.0244186046512,1.29328518613299,0.203044376678569,0.401152800622754,-4.52148365410588
"TRIM69",28.9935897435898,141.651162790698,1.29307054971741,0.203117904123256,0.401257926230887,-4.52157285774945
"BTN2A2",57.1058974358973,265.072093023256,1.29267289084172,0.203254182200682,0.401486981824491,-4.5217380920971
"PAGE4",2.78553846153847,5.47186046511628,1.29260305472694,0.20327812222491,0.401494112993275,-4.52176710567845
"HHLA2",1.23717948717949,4.0293023255814,1.29241523547358,0.20334251776998,0.40157600819276,-4.52184512886539
"DENND3",53.8429230769231,158.647906976744,1.29236113859561,0.203361068233173,0.40157600819276,-4.52186759976099
"ZSCAN5A",2.95397435897436,13.2186046511628,1.29230421882743,0.203380588077573,0.40157600819276,-4.52189124235137
"RNF207",3.07179487179487,10.6146511627907,1.29197917179729,0.203492085532999,0.401709442063269,-4.52202623876724
"GABRA6",1.33474358974359,4.45813953488372,1.29195464647928,0.203500500064907,0.401709442063269,-4.52203642326263
"CA12",-15.8686923076923,24.446511627907,-1.29192078922153,0.203512116776825,0.401709442063269,-4.5220504827052
"ZNF473",25.2897435897436,213.720930232558,1.29181208329264,0.203549418083616,0.401709442063269,-4.52209562136735
"PPHLN1",13.7297948717949,41.0204651162791,1.2918107657757,0.20354987020746,0.401709442063269,-4.5220961684281
"KRT1",5.46487179487181,24.7511627906977,1.29149954651903,0.203656690552404,0.401880094096665,-4.52222537959344
"ACAN",13.4632820512821,26.1183720930233,1.29117238333119,0.203769028947462,0.402061599828496,-4.52236118107879
"PRR7",97.6717948717949,424.604651162791,1.29095212007664,0.203844687313348,0.402170702272858,-4.5224525928123
"HIP1R",5.46479487179487,15.1041860465116,1.290526909803,0.203990802987638,0.402341906566289,-4.52262902143899
"NCRNA00081",-12.7672051282051,71.4541860465116,-1.29051207032285,0.203995903727472,0.402341906566289,-4.52263517773495
"ZNF283",-21.2435897435897,125.255813953488,-1.29050534325777,0.203998216037514,0.402341906566289,-4.52263796849996
"SEMA3B",-2.29989743589744,11.2146511627907,-1.29046246483052,0.204012955205571,0.402341906566289,-4.5226557565858
"GAD2",1.73071794871795,6.08209302325581,1.29033090286666,0.204058183748923,0.402390920704692,-4.52271033176148
"YIPF2",19.2287179487179,131.1,1.29005524989,0.204152972605244,0.402537645365511,-4.52282466375385
