"","TNBC_1","TNBC_2","TNBC_3","TNBC_4","TNBC_5","TNBC_6","TNBC_7","TNBC_8","TNBC_9","TNBC_10","TNBC_11","TNBC_12","TNBC_13","TNBC_14","TNBC_15","TNBC_16","TNBC_17","TNBC_18","TNBC_19","TNBC_20","TNBC_21","TNBC_22","TNBC_23","TNBC_24","TNBC_25","TNBC_26","TNBC_27","TNBC_28","TNBC_29","TNBC_30","Normal_31","Normal_32","Normal_33","Normal_34","Normal_35","Normal_36","Normal_37","Normal_38","Normal_39","Normal_40","Normal_41","Normal_42","Normal_43"
"CALU",0.620921912314365,0.103266769074082,-0.242678375432838,0.115892504275065,-0.697204842668209,1.3153373483684,-0.0810689648602622,0.772430734726156,0.620921912314365,0.961816762740893,-0.747707783472139,0.583044706711418,1.26483440756447,0.115892504275065,-0.740132342351549,0.19164691548096,3.27232630452069,2.8304255724863,0.368407208294715,0.128518239476047,0.848185145932051,0.671424853118296,-0.108845582302424,-0.238890654872544,-0.689629401547619,-0.230052640231856,-0.370198300962762,-0.90552947348442,-0.798210724276069,1.26483440756447,-0.832300209318722,-0.972445870049628,-0.995172193411396,-0.716143445469683,-1.07345175165749,-1.02168623733346,-0.755283224592728,-0.923205502765796,-0.837350503399115,-0.860076826760883,-0.986334178770708,-0.910579767564813,0.684050588319278
"KIAA0746",0.198883917494884,0.874635243838343,0.198883917494884,-0.869804291203847,-0.673335850026211,-0.159014007198134,0.874635243838343,1.31262221461651,0.962232637993977,-1.14260760443139,-0.954898902669319,1.07485785905122,1.024802205248,-0.0201095678942003,-0.95740168535948,0.799551763133514,2.02591528131239,1.46278917602617,-0.272890619600457,-0.351728274340528,1.13742742630524,0.887149157289148,1.0122882917972,0.248939571298103,1.60044222398502,-0.892329335415295,-0.579481499145175,-0.882318204654651,-0.802229158569501,2.75172226145906,-0.700866459617982,-0.962407250739802,-0.934876641148031,-1.12383673425518,-1.02497681799383,-1.00620594781762,-0.543191150137841,-0.847279246992398,-0.768441592252328,-0.511906366510829,-0.380510275277379,-0.625782978913153,-0.459347930017449
"ATP5E",0.315091076094205,1.11150055571512,0.52663734411851,-0.431542811050403,-0.992762616220766,-0.506206199764863,0.153320400546207,0.501749547880357,0.078657011831746,-0.145333154311636,-0.0831136637162523,-0.493762301645786,2.57988053376618,0.227983789260667,-0.145333154311636,0.45197395540405,3.23940713407725,1.34793461997758,0.016437521236362,-0.307103829859635,1.79591495226434,-0.468874505407633,0.775515306500046,0.215539891141591,1.75858325790711,-0.655532977193785,-0.821036822177506,-0.618201282836554,-0.752595382522584,1.08661275947697,-0.381767218574095,-0.356879422335942,-0.998984565280304,-0.618201282836554,-0.979074328289781,-1.08111429286621,-0.643089079074708,-0.705308569670092,-0.680420773431938,-1.08982502154956,-1.18190986763073,-0.949208972803997,-0.0955575618353291
"ATP6V0C",0.304560649676389,-0.33305679852418,0.387728142919942,0.914455600129107,-0.166721812037075,-0.746122014967157,-0.568698029380912,0.595646876028823,-0.728102391431054,0.928316849003033,0.429311889541718,-0.730874641205839,1.46890555508612,1.44118305733827,0.457034387289569,-0.596420527128763,2.06493925666492,1.78771427918641,-0.208305558658851,-0.263750554154553,1.31643181747294,-0.658796147061427,-0.582559278254837,1.3995993107165,1.96791051454744,-0.718399517219306,-0.568698029380912,1.89860427017781,-0.610281776002688,0.831288106885555,-0.866714880170308,-0.919387625891225,-1.29086909571243,-0.879190004156841,-1.02196086755827,-0.443946789515583,0.221393156432837,-0.667112896385782,-1.14532598253621,-1.25621597352761,-1.20770160246887,-1.02750536710784,-0.208305558658851
"DBI",0.82156790975707,-0.389406291910409,-0.920277810621203,0.430141905177683,-0.886028035220507,-0.868903147520159,-0.426102479839727,-0.291549790765562,-0.0346764752603396,1.2986183528382,0.625854907467376,0.564694594251847,0.748175533898435,-0.834653372119462,0.784871721827753,-0.845662228498258,1.42093897926926,0.405677779891471,0.136572401743142,-0.0591406005465513,2.63191318093674,0.601390782181165,0.136572401743142,0.601390782181165,-0.230389477550033,-0.205925352263821,0.356749529319048,1.49433135512789,-1.0242503430876,3.36583693952309,-0.700100683045298,-0.93495628579293,-1.21507052032005,-0.805296421776008,-1.02302713682329,-0.377174229267303,0.124340339100037,-0.89336727280637,-0.950857967228968,-1.17470471359781,-0.764930615053759,-0.487262793055256,-0.205925352263821
"F11R",0.561395182481328,1.36056730238026,0.0785620267090568,-0.221127518253043,-0.33767345240497,-0.940382426162082,0.328303314177473,1.89334871564622,0.644642278304134,1.29396962572202,-0.470868805721459,0.761188212456061,-0.271075775746726,0.544745763316767,-0.204478099088482,0.394900990835717,0.661291697468695,-0.0213344882783097,0.89438356577255,0.494797505823084,2.07649232645639,0.777837631620622,1.69355568567148,1.57700975151955,-0.782212944098751,-0.90708358783296,-0.33767345240497,-0.071282745771993,-0.187828679923921,1.51041207486131,-1.21842772621025,-1.13351568847099,-1.54975116758502,-1.4215506400179,-1.07191283756211,-0.672326777612648,-0.800527305179769,-0.748914105769629,-1.29667999628369,-1.33830354419509,-1.11686626930643,-0.987000799822853,0.561395182481328
"TCP1",1.01302333249302,0.0386695496727381,0.214372690837052,0.645644037331276,0.0386695496727381,-1.24715798339338,0.102561601005216,1.68388987148404,0.789401152829351,-0.545942720019433,1.01302333249302,0.645644037331276,0.310210767835768,-0.0891145529922173,1.12483442232486,0.118534613838335,1.36442961482165,0.246318716503291,-0.153006604324695,-0.590667155952167,3.56870538579213,0.645644037331276,0.53383294749944,0.949131281160545,-0.041195514492859,-0.400588303238046,-0.232871668490292,-0.766370297116481,-0.422950521204413,1.42832166615413,-0.932489630580923,-1.00117358576334,-1.12576308586167,-1.06027373324588,-1.14812530382804,-0.964435656247162,-0.0731415401590979,-1.10020626532868,-1.31264733600917,-1.29827162445936,-1.08263595121225,-0.406977508371294,-0.478856066120331
"PFN1",-0.0347126707644696,0.732675302889581,1.0486585861589,0.0254746212868284,-0.302546120392746,1.19912681628714,-0.0347126707644696,2.35773218827463,0.0104277982740039,-0.651632414290275,0.0104277982740039,-0.17013407787989,0.552113426735687,0.190989674427898,0.0555682673124775,0.943330825069124,0.657441187825458,0.446785665645915,1.92137432090272,0.522019780710038,2.16212348910791,-0.17013407787989,-0.462042444328686,0.522019780710038,-0.109946785828592,-1.19632740735452,-0.644109002783863,-0.686240107219771,-0.669688601905664,2.91446463974914,-0.600473216046672,-0.513201642572289,-1.07294345864936,-1.1812805843417,-1.08799028166219,-0.445490939014579,-0.806614691322368,-0.994699978982674,-1.05488727103397,-1.00222339048909,-1.17827121973913,-0.830689608142887,-0.371761506251739
"SCD",-0.248394887916085,-0.497929800477422,-0.455110200097074,1.88224936549225,-0.732699333597258,-0.211481439312337,-0.300073715961333,-0.404907909995977,1.94131088325824,1.88224936549225,1.02585735788529,-0.809479306693054,0.479538318549824,1.69029943275276,1.05538811676829,-0.766659706312707,1.36546108503977,0.878203563470302,0.656722871847814,0.0380534732489986,1.79365708884325,-0.788807775474955,0.204902260937939,-0.00181305124304919,0.833907425145804,-0.559944394131718,-0.558467856187568,2.07419929823173,-0.824244686134553,0.173894964110791,-1.06152433375945,-0.88330620390055,-1.03376542040943,-0.757800478647807,-1.02077188650091,-0.929078880169197,-0.280878722687384,-0.803573154916454,-0.949159796209636,-0.966287636361775,-1.02490619274453,-0.964220483239965,-0.140607617993141
"KIAA0101",-0.0236485669976265,-0.348803415028943,0.147094846352152,0.233208915693779,0.248056169028542,-0.0711597776688691,-0.186968353680023,0.932514547761131,2.9665882546237,-0.166182199011354,-0.623477601722064,-0.270112972354698,1.73426622783835,0.784042014413498,-0.608630348387301,0.148579571685628,3.07051902796705,2.01636404119885,0.081766931679193,0.332685513036693,1.066139827774,-0.250811543019505,-0.152819671010067,0.169365726354297,0.351986942371885,-0.635355404389875,-0.394829900366709,-0.443825836371428,-0.0681903270019164,0.620722227731101,-0.903348327082353,-0.949226339886771,-0.989759341490675,-0.985008220423551,-0.953977460953896,-0.966746098821792,-0.891767469481237,-0.955907603887415,-0.869942007079135,-1.00015241882501,-0.955016768687329,-0.977733066289517,0.739500254409208
"SFRS3",-0.0359657726411923,0.205427810642565,0.559471732792075,-0.148616111506946,0.977887277150587,-0.711867805835712,-0.164709017059196,1.62160349924061,1.31583829374785,0.36635686616507,-0.341730978133951,0.672122071657828,0.495100110583073,-0.390009694790703,-0.261266450372699,0.414635582821821,1.05835180491184,0.38244977171732,0.141056188433563,1.13881633267309,-0.00377996153669134,0.784772410523582,0.768679504971331,1.94346161028562,-0.0198728670889418,-0.727960711387963,-0.599217466969959,-1.32661679793168,0.334171055060569,2.82857141565939,-1.12706476908377,-1.1351112218599,-1.24132439850475,-1.55835463788409,-1.17695277629575,-0.776239428044714,-0.30954516702945,-1.04177236965685,-0.695774900283462,-1.60180548287516,-1.16890632351963,-0.679681994731211,1.23537376598659
"ATPIF1",0.687030389575663,-0.510933121145593,0.0551375487556603,-0.0238490563468401,-1.11518065017972,-1.00065007278109,-0.801867116606469,1.75334955845942,-0.0106846221630901,-0.287137740021841,0.910825770699415,0.357919534981912,1.30575879621192,-0.352959910940592,1.01614124416942,0.581714916105663,2.87232646407817,2.31942022836067,0.213110758960661,-0.431946516043092,0.779181428861914,0.344755100798162,-0.458275384410592,2.29309135999317,-0.339795476756842,-0.658374784003593,0.0946308513069105,-0.260808871654341,-1.23629344467022,1.12145671763942,-0.820297324463719,-0.609666377523718,-0.934827901862345,-0.795284899514594,-0.765006700891969,-0.634678802472843,0.0814664171231604,-0.770272474565469,-0.753158710126594,-1.10201621599597,-1.02961182798535,-0.651792566911718,-0.431946516043092
"NDUFS5",1.53841056254753,0.134227393088324,-0.386490532252798,1.17273786216753,-1.31383650041648,-0.946701109234959,0.426765553392325,1.78706799880593,0.412138645377125,0.104973577057924,-0.246072215306877,0.353631013316325,1.34826075834993,-0.0705493191244766,-0.216818399276477,0.777811345757126,3.04498208811313,1.64079891865393,0.807065161787526,-0.888193477174159,0.148854301103524,0.412138645377125,-1.17341818347056,0.821692069802726,0.309750289270725,-0.289952939352477,0.938707333924327,-0.521058085992638,-1.35332915205752,1.31900694231953,-0.518132704389598,-0.591267244465598,-1.13392553182952,-0.719984034999359,-0.949626490837999,-0.676103310953759,-0.304579847367677,-0.702431745381119,-1.1470897490432,-1.18804509148576,-0.894044240380239,-0.604431461679278,-0.662939093740078
"TSFM",-0.419985296098991,0.12321346871529,-0.370603590206783,1.85953796621548,0.250650129082277,-1.02053055807841,-0.179448599656303,0.808185518187843,-0.275026094931543,0.84004468327959,-0.227237347293923,2.17812961713295,0.50552344981625,-0.0042231916516967,-0.0838711043810633,-0.322814842569163,0.951551761100703,0.21879096399053,2.49672126805042,0.632960110183237,0.282509294174023,2.33742544259168,-0.322814842569163,0.0117063908941766,0.664819275274983,-0.910616438511889,-0.676451575087551,-0.0360823567434434,0.0913543036235433,1.54094631529802,-0.979113643459144,-0.657336076032503,-1.2865545865945,-1.34390108375964,-1.04283197364264,-1.17186159226421,-0.75450652956233,-0.73061215574352,-1.14637426019081,-1.06672634746145,-0.99982210076878,-0.668486783814614,0.903763013463083
"SNRPD3",1.25369273130677,-0.00955761502339717,0.967355986138595,-0.498014415604393,0.293622468095842,-0.346424374044774,-0.632761119212944,0.815765944578976,0.664175903019356,-0.716977808968288,-0.026400952974466,1.96111292525166,0.916825972285389,-0.26220768428943,0.0578157367808782,0.00728572292767166,0.950512648187526,0.259935792193704,0.074659074731947,1.54002947647494,0.142032426536222,1.84320955959417,0.276779130144773,2.12954630476235,0.596802551215081,-0.531701091506531,0.579959213264012,-0.228521008387292,0.0578157367808782,-0.565387767408669,-0.989839883775603,-1.15490459569608,-1.48503401953703,-1.27786096273888,-1.42776667050339,-1.24754295442696,-0.875305185708335,-0.981418214800069,-0.940994203717504,-1.01847355829242,-0.994892885160924,-1.13806125774501,1.96111292525166
"POLR2F",0.545097994152793,-0.143464926280521,0.249577427443216,-0.159718557449548,-0.162673763116644,-0.799520584375783,-0.221777876458559,0.249577427443216,-0.122778486610851,0.0811307044187572,-0.951713676231215,3.13090295286159,0.884946645868807,0.471217852475399,-0.93398244222864,-0.300090826636597,2.27389330940382,1.12136309923647,0.840618560862371,0.0264593995774854,-0.100614444107633,2.93881458450037,1.37255558093961,0.45644182413992,-0.495134400664918,0.0441906335800601,-0.254285138796613,-0.616297833015845,-0.310434046471433,1.00315487255264,-0.706431605862266,-0.607432216014558,-0.823162229712549,-0.846803875049315,-0.889654357222204,-0.837938258048028,-0.812819009877714,-0.888176754388656,-0.96944491023379,-1.07287710858214,-0.774401336205469,-0.727118045531936,-0.161196160283096
"EEF1D",-1.24509504387346,-0.310661619845516,-0.468594029540379,-0.521238166105334,0.505322496911278,-0.771297814788867,1.43975592093922,2.63741002779193,0.031525267826688,0.373712155498892,-0.350144722269232,0.794865248018527,1.4660779892217,0.255262848227744,-0.244856449139323,1.58452729649284,1.74245970618771,0.347390087216415,-0.310661619845516,-1.3635443511446,1.11073006740825,0.808026282159766,1.0580859308433,0.031525267826688,1.45291695508046,-0.415949892975425,-1.74521434124052,-0.679170575800197,0.544805599334994,1.11073006740825,-0.139568176009414,-0.705492644082674,-1.53463779498071,-0.731814712365151,-0.481755063681618,-0.995035395189923,-0.65284850751772,-0.376466790551709,-0.679170575800197,-0.521238166105334,-0.442271961257902,0.0446863019679266,-1.65308710225185
"GPI",0.0709258889938924,0.136723608754407,-0.202934890549871,0.431924189301581,-0.400328049831415,1.65896274699766,0.236309346770321,2.05019243206018,3.04604981221932,1.28551622943799,-0.24917112605726,-0.0357731160231584,0.591972696827157,-0.174481822545324,-0.27051092706067,0.414141021798739,1.19660039192378,0.62753903183284,0.0353595539882088,0.236309346770321,1.55226374198061,0.00334985248309358,-0.688415363377452,1.57004690948346,-0.711533481131146,-0.716868431381999,-0.512362005099318,0.32522518428453,-0.507027054848466,0.912069711878309,-1.03518712968287,-1.14899940170105,-1.31971780972834,-1.00317742817775,-1.1329945509485,-1.26814662397009,-0.766661300389956,-0.871581988656722,-0.852020504403596,-0.900035056661269,-1.06719683118798,-0.996064161176615,0.449707356804422
"PABPC1",-0.859431605158171,0.304951438226029,0.0406722427983738,-0.257807789684626,1.85953494074165,0.05621807782353,0.475955623502748,1.20660986968509,0.444863953452435,-0.394611137906,-0.145877777503501,2.9788350625529,-0.00596526227709481,-0.111676940448157,-0.0836944374028759,0.522593128578216,0.196130593049936,-0.187851532071423,0.740234818930404,0.833509829081341,-0.63246241379089,2.91665172245227,0.211676428075092,-0.452130727499078,-0.537632820137437,-0.262471540192172,-0.966697866831749,-0.0992402724280321,1.84398910571649,0.709143148880091,-0.96980703383678,-1.08640079652545,-1.04442704195753,-1.15791163764117,-0.935606196781437,-0.943379114294015,-0.78170243003239,-0.593597826228,-0.864095355665718,-0.966697866831749,-0.829894518610374,-0.817457850590249,0.646959808779466
"C17orf89",-0.410278247139299,-0.107804925182257,-0.669739307717129,-0.944462783623067,0.780190148453097,-0.234066724714784,-0.0661801561055999,-0.358941031944756,0.641440918197573,0.33619261163542,-0.0523052330800474,2.34805645034052,1.80693445234397,0.710815533325335,-0.0106804640033902,-0.644764446271135,1.9734335286506,0.62756599517202,-0.564289892722931,-0.93197535290007,0.308442765584315,2.27868183521276,0.294567842558763,0.155818612303239,2.72267937203043,-0.802938568762432,-0.850113307049311,-0.945850275925622,0.655315841223125,1.16868799316856,-0.392240847206081,-0.324253724380875,-1.03048730638149,-0.697489153768234,-0.685001723045237,-0.90561299915152,-0.782126184224104,-0.597589707984257,-0.428315647072518,-0.798776091854767,-0.861213245469753,-0.758538815080665,-0.952787737438398
